Dex,Pokemon,Type Icon I,Type Icon II,Sprite,Raw (Showdown),Image,Raw (Serebii),Current Team,Current Trainer,Tier,Games GP,W,L,WR,KDA K,D,+/-,Damage Dmg Dealt,Dmg Taken,Dmg Diff,Dmg Ratio,Column 103,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Season 1 Team,Exceptions,Exception Only,Column 78,Mold Breaker Weaknesses Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,Column 77,Weaknesses + Only Unoptional Exceptions Normal1,Fire1,Water1,Electric1,Grass1,Ice1,Fighting1,Poison1,Ground1,Flying1,Psychic1,Bug1,Rock1,Ghost1,Dragon1,Dark1,Steel1,Fairy1,Column 98,Weaknesses + All Exceptions Normal2,Fire2,Water2,Electric2,Grass2,Ice2,Fighting2,Poison2,Ground2,Flying2,Psychic2,Bug2,Rock2,Ghost2,Dragon2,Dark2,Steel2,Fairy2,Column 79,Showdown Gen 5 Link,Serebii New,Serebii Link,Raw (Pokemon DB),DBLink,Backup DBLink,Blank
919,Nymble,,,,nymble,,919,,,Z,,,,,,,,,,,,,33,46,40,21,25,45,210,Bug,,Swarm,,Tinted Lens,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nymble.png,https://www.serebii.net/scarletviolet/pokemon/new/919.png,https://www.serebii.net/pokemon/art/919.png,nymble,https://img.pokemondb.net/artwork/large/nymble.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nymble.png,
920,Lokix,,,,lokix,,920,,,C,,,,,,,,,,,,,71,102,78,52,55,92,450,Bug,Dark,Swarm,,Tinted Lens,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,2.0,2.0,0.5,1.0,0.5,1.0,2.0,,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,2.0,2.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/lokix.png,https://www.serebii.net/scarletviolet/pokemon/new/920.png,https://www.serebii.net/pokemon/art/920.png,lokix,https://img.pokemondb.net/artwork/large/lokix.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/lokix.png,
921,Pawmi,,,,pawmi,,921,,,Z,,,,,,,,,,,,,45,50,20,40,25,60,240,Electric,,Static,Natural Cure,Iron Fist,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/pawmi.png,https://www.serebii.net/scarletviolet/pokemon/new/921.png,https://www.serebii.net/pokemon/art/921.png,pawmi,https://img.pokemondb.net/artwork/large/pawmi.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmi.png,
923,Pawmot,,,,pawmot,,923,,,C,,,,,,,,,,,,,70,115,70,70,60,105,490,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,,1,-2,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/pawmot.png,https://www.serebii.net/scarletviolet/pokemon/new/923.png,https://www.serebii.net/pokemon/art/923.png,pawmot,https://img.pokemondb.net/artwork/large/pawmot.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmot.png,
924,Tandemaus,,,,tandemaus,,924,,,Z,,,,,,,,,,,,,50,50,45,40,45,75,305,Normal,,Run Away,Pickup,Own Tempo,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/tandemaus.png,https://www.serebii.net/scarletviolet/pokemon/new/924.png,https://www.serebii.net/pokemon/art/924.png,tandemaus,https://img.pokemondb.net/artwork/large/tandemaus.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/tandemaus.png,
925,Maushold,,,,maushold,,925,,,B,,,,,,,,,,,,,74,75,70,65,75,111,470,Normal,,Friend Guard,Cheek Pouch,Technician,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/maushold.png,https://www.serebii.net/scarletviolet/pokemon/new/925.png,https://www.serebii.net/pokemon/art/925.png,maushold,https://img.pokemondb.net/artwork/large/maushold.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold.png,
926,Fidough,,,,fidough,,926,,,Z,,,,,,,,,,,,,37,55,70,30,55,65,312,Fairy,,Own Tempo,,Klutz,,0,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/fidough.png,https://www.serebii.net/scarletviolet/pokemon/new/926.png,https://www.serebii.net/pokemon/art/926.png,fidough,https://img.pokemondb.net/artwork/large/fidough.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/fidough.png,
927,Dachsbun,,,,dachsbun,,927,,,C,,,,,,,,,,,,,57,80,115,50,80,95,477,Fairy,,Well-Baked Body,,Aroma Veil,,0,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/dachsbun.png,https://www.serebii.net/scarletviolet/pokemon/new/927.png,https://www.serebii.net/pokemon/art/927.png,dachsbun,https://img.pokemondb.net/artwork/large/dachsbun.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/dachsbun.png,
928,Smoliv,,,,smoliv,,928,,,Z,,,,,,,,,,,,,41,35,45,58,51,30,260,Grass,Normal,Early Bird,,Harvest,,0,-2,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/smoliv.png,https://www.serebii.net/scarletviolet/pokemon/new/928.png,https://www.serebii.net/pokemon/art/928.png,smoliv,https://img.pokemondb.net/artwork/large/smoliv.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/smoliv.png,
929,Dolliv,,,,dolliv,,929,,,Z,,,,,,,,,,,,,52,53,60,78,78,33,354,Grass,Normal,Early Bird,,Harvest,,0,-2,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/dolliv.png,https://www.serebii.net/scarletviolet/pokemon/new/929.png,https://www.serebii.net/pokemon/art/929.png,dolliv,https://img.pokemondb.net/artwork/large/dolliv.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png,
930,Arboliva,,,,arboliva,,930,,,C,,,,,,,,,,,,,78,69,90,125,109,39,510,Grass,Normal,Seed Sower,,Harvest,,0,-2,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/arboliva.png,https://www.serebii.net/scarletviolet/pokemon/new/930.png,https://www.serebii.net/pokemon/art/930.png,arboliva,https://img.pokemondb.net/artwork/large/arboliva.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/arboliva.png,
931,Squawkabilly,,,,squawkabilly,,931,,,Z,,,,,,,,,,,,,82,96,51,45,51,92,417,Normal,Flying,Intimidate,Hustle,Sheer Force,,0,-3,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/squawkabilly.png,https://www.serebii.net/scarletviolet/pokemon/new/931.png,https://www.serebii.net/pokemon/art/931.png,squawkabilly,https://img.pokemondb.net/artwork/large/squawkabilly.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png,
932,Nacli,,,,nacli,,932,,,Z,,,,,,,,,,,,,55,55,75,35,35,28,283,Rock,,Purifying Salt,Sturdy,Clear Body,,1,-2,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nacli.png,https://www.serebii.net/scarletviolet/pokemon/new/932.png,https://www.serebii.net/pokemon/art/932.png,nacli,https://img.pokemondb.net/artwork/large/nacli.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nacli.png,
933,Naclstack,,,,naclstack,,933,,,C,,,,,,,,,,,,,60,60,100,35,65,35,355,Rock,,Purifying Salt,Sturdy,Clear Body,,1,-2,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/naclstack.png,https://www.serebii.net/scarletviolet/pokemon/new/933.png,https://www.serebii.net/pokemon/art/933.png,naclstack,https://img.pokemondb.net/artwork/large/naclstack.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/naclstack.png,
934,Garganacl,,,,garganacl,,934,,,B,,,,,,,,,,,,,100,100,130,45,90,35,500,Rock,,Purifying Salt,Sturdy,Clear Body,,1,-2,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/garganacl.png,https://www.serebii.net/scarletviolet/pokemon/new/934.png,https://www.serebii.net/pokemon/art/934.png,garganacl,https://img.pokemondb.net/artwork/large/garganacl.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/garganacl.png,
935,Charcadet,,,,charcadet,,935,,,Z,,,,,,,,,,,,,40,50,40,50,40,35,255,Fire,,Flash Fire,,Flame Body,,1,-1,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/charcadet.png,https://www.serebii.net/scarletviolet/pokemon/new/935.png,https://www.serebii.net/pokemon/art/935.png,charcadet,https://img.pokemondb.net/artwork/large/charcadet.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/charcadet.png,
936,Armarouge,,,,armarouge,,936,,,B,,,,,,,,,,,,,85,60,100,125,80,75,525,Fire,Psychic,Flash Fire,,Flame Body,,1,-1,,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/armarouge.png,https://www.serebii.net/scarletviolet/pokemon/new/936.png,https://www.serebii.net/pokemon/art/936.png,armarouge,https://img.pokemondb.net/artwork/large/armarouge.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/armarouge.png,
937,Ceruledge,,,,ceruledge,,937,,,B,,,,,,,,,,,,,75,125,80,60,100,85,525,Fire,Ghost,Flash Fire,,Flame Body,,1,-1,,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/ceruledge.png,https://www.serebii.net/scarletviolet/pokemon/new/937.png,https://www.serebii.net/pokemon/art/937.png,ceruledge,https://img.pokemondb.net/artwork/large/ceruledge.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/ceruledge.png,
938,Tadbulb,,,,tadbulb,,938,,,Z,,,,,,,,,,,,,61,31,41,59,35,45,272,Electric,,Own Tempo,Static,Damp,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/tadbulb.png,https://www.serebii.net/scarletviolet/pokemon/new/938.png,https://www.serebii.net/pokemon/art/938.png,tadbulb,https://img.pokemondb.net/artwork/large/tadbulb.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/tadbulb.png,
939,Bellibolt,,,,bellibolt,,939,,,C,,,,,,,,,,,,,109,64,91,103,83,45,495,Electric,,Electromorphosis,Static,Damp,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bellibolt.png,https://www.serebii.net/scarletviolet/pokemon/new/939.png,https://www.serebii.net/pokemon/art/939.png,bellibolt,https://img.pokemondb.net/artwork/large/bellibolt.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bellibolt.png,
940,Wattrel,,,,wattrel,,940,,,Z,,,,,,,,,,,,,40,40,35,55,40,70,280,Flying,Electric,Wind Power,Volt Absorb,Competitive,,1,-2,,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wattrel.png,https://www.serebii.net/scarletviolet/pokemon/new/940.png,https://www.serebii.net/pokemon/art/940.png,wattrel,https://img.pokemondb.net/artwork/large/wattrel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wattrel.png,
941,Kilowattrel,,,,kilowattrel,,941,,,C,,,,,,,,,,,,,70,70,60,105,60,125,490,Flying,Electric,Wind Power,Volt Absorb,Competitive,,1,-2,,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/kilowattrel.png,https://www.serebii.net/scarletviolet/pokemon/new/941.png,https://www.serebii.net/pokemon/art/941.png,kilowattrel,https://img.pokemondb.net/artwork/large/kilowattrel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/kilowattrel.png,
942,Maschiff,,,,maschiff,,942,,,Z,,,,,,,,,,,,,60,78,60,40,51,51,340,Dark,,Intimidate,Run Away,Stakeout,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/maschiff.png,https://www.serebii.net/scarletviolet/pokemon/new/942.png,https://www.serebii.net/pokemon/art/942.png,maschiff,https://img.pokemondb.net/artwork/large/maschiff.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/maschiff.png,
943,Mabosstiff,,,,mabosstiff,,943,,,C,,,,,,,,,,,,,80,120,90,60,70,85,505,Dark,,Intimidate,Guard Dog,Stakeout,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/mabosstiff.png,https://www.serebii.net/scarletviolet/pokemon/new/943.png,https://www.serebii.net/pokemon/art/943.png,mabosstiff,https://img.pokemondb.net/artwork/large/mabosstiff.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/mabosstiff.png,
944,Shroodle,,,,shroodle,,944,,,Z,,,,,,,,,,,,,40,65,35,40,35,75,290,Poison,Normal,Unburden,Pickpocket,Prankster,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/shroodle.png,https://www.serebii.net/scarletviolet/pokemon/new/944.png,https://www.serebii.net/pokemon/art/944.png,shroodle,https://img.pokemondb.net/artwork/large/shroodle.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/shroodle.png,
945,Grafaiai,,,,grafaiai,,945,,,C,,,,,,,,,,,,,63,95,65,80,72,110,485,Poison,Normal,Unburden,Pickpocket,Prankster,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/grafaiai.png,https://www.serebii.net/scarletviolet/pokemon/new/945.png,https://www.serebii.net/pokemon/art/945.png,grafaiai,https://img.pokemondb.net/artwork/large/grafaiai.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/grafaiai.png,
946,Bramblin,,,,bramblin,,946,,,Z,,,,,,,,,,,,,40,65,30,45,35,60,275,Grass,Ghost,Wind Rider,,Infiltrator,,0,-2,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bramblin.png,https://www.serebii.net/scarletviolet/pokemon/new/946.png,https://www.serebii.net/pokemon/art/946.png,bramblin,https://img.pokemondb.net/artwork/large/bramblin.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bramblin.png,
947,Brambleghast,,,,brambleghast,,947,,,C,,,,,,,,,,,,,55,115,70,80,70,90,480,Grass,Ghost,Wind Rider,,Infiltrator,,0,-2,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/brambleghast.png,https://www.serebii.net/scarletviolet/pokemon/new/947.png,https://www.serebii.net/pokemon/art/947.png,brambleghast,https://img.pokemondb.net/artwork/large/brambleghast.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/brambleghast.png,
948,Toedscool,,,,toedscool,,948,,,Z,,,,,,,,,,,,,40,40,35,50,100,70,335,Grass,Ground,Mycelium Might,,,,0,-1,,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/toedscool.png,https://www.serebii.net/scarletviolet/pokemon/new/948.png,https://www.serebii.net/pokemon/art/948.png,toedscool,https://img.pokemondb.net/artwork/large/toedscool.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscool.png,
949,Toedscruel,,,,toedscruel,,949,,,C,,,,,,,,,,,,,80,70,65,80,120,100,515,Grass,Ground,Mycelium Might,,,,0,-1,,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/toedscruel.png,https://www.serebii.net/scarletviolet/pokemon/new/949.png,https://www.serebii.net/pokemon/art/949.png,toedscruel,https://img.pokemondb.net/artwork/large/toedscruel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscruel.png,
950,Klawf,,,,klawf,,950,,,C,,,,,,,,,,,,,70,100,115,35,35,25,380,Rock,,Anger Shell,Shell Armor,Regenerator,,0,-3,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/klawf.png,https://www.serebii.net/scarletviolet/pokemon/new/950.png,https://www.serebii.net/pokemon/art/950.png,klawf,https://img.pokemondb.net/artwork/large/klawf.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/klawf.png,
951,Capsakid,,,,capsakid,,951,,,Z,,,,,,,,,,,,,50,62,40,62,40,50,304,Grass,Fire,Chlorophyll,Insomnia,Klutz,,0,-3,,1.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,1.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/capsakid.png,https://www.serebii.net/scarletviolet/pokemon/new/951.png,https://www.serebii.net/pokemon/art/951.png,capsakid,https://img.pokemondb.net/artwork/large/capsakid.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/capsakid.png,
952,Scovillain,,,,scovillain,,952,,,C,,,,,,,,,,,,,65,108,65,108,65,75,486,Grass,Fire,Chlorophyll,Insomnia,Moody,,0,-3,,1.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,1.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/scovillain.png,https://www.serebii.net/scarletviolet/pokemon/new/952.png,https://www.serebii.net/pokemon/art/952.png,scovillain,https://img.pokemondb.net/artwork/large/scovillain.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/scovillain.png,
953,Rellor,,,,rellor,,953,,,Z,,,,,,,,,,,,,41,50,60,31,58,30,270,Bug,,Compound Eyes,,Shed Skin,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/rellor.png,https://www.serebii.net/scarletviolet/pokemon/new/953.png,https://www.serebii.net/pokemon/art/953.png,rellor,https://img.pokemondb.net/artwork/large/rellor.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/rellor.png,
